,Unnamed: 0,Tweet Text,label,preprocessed_tweet
98,101,¿Cómo así que comida sin crueldad a la comida vegana? ¿Es que los que preparamos comidas con carne lo hacemos siempre a lo maldita sea?? jajajaajja pinches veganos/vegetarianos.,Non-healthy,¿ cómo así que comida sin crueldad a la comida vegana ? ¿ es que los que preparamos comidas con carne lo hacemos siempre a lo maldita sea ? <repeated> jajajaajja pinches veganos / vegetarianos .
99,102,Sabiduría convencional para el fumador crónico en los tiempos del coronavirus. #COVIDー19,Other,sabiduría convencional para el fumador crónico en los tiempos del coronavirus . <hashtag> covidー 19 </hashtag>
100,103,"Chequeo de espalda tranquilo 🤙🏼disfrutandonlos cambios . . . . . . . . #Training #fitness #Workout #nopainnogains #gym #Entrenamiento #focus #Disciplina #Esfuerzo #go 💪🏽💪🏽💪🏽 en Bogotá, Colombia",Practice_sports,"chequeo de espalda tranquilo 🤙 🏼 disfrutandonlos cambios . . . . . . . . <hashtag> training </hashtag> <hashtag> fitness </hashtag> <hashtag> workout </hashtag> <hashtag> no pain no gains </hashtag> <hashtag> gym </hashtag> <hashtag> entrenamiento </hashtag> <hashtag> focus </hashtag> <hashtag> disciplina </hashtag> <hashtag> esfuerzo </hashtag> <hashtag> go </hashtag> 💪 🏽 💪 🏽 💪 🏽 en bogotá , colombia"
101,104,Quiero hamburguesa 🍔,Non-healthy,quiero hamburguesa 🍔
102,105,"RT @ChicoDandy: El predial, el ICA, la declaración de renta. El reflujo, guayabo, migraña, fibromialgia. En fin ...",Negative,"rt <user> : el predial , el <allcaps> ica </allcaps> , la declaración de renta . el reflujo , guayabo , migraña , fibromialgia . en fin . <repeated>"
103,106,"«No tengo coronavirus, solo soy fumador» Una camiseta que diga. Ub",Other,"« no tengo coronavirus , solo soy fumador » una camiseta que diga . ub"
104,108,#Cafédeadoración| Alrededor de 20 jóvenes se subieron al transporte masivo de transmilenio a fumar marihuana. Este acto está prohibido dentro de las normas de transmilenio pero hasta ahora no hay un pronunciamiento oficial de parte de las autoridades.,Other,<hashtag> cafédeadoración </hashtag> | alrededor de <number> jóvenes se subieron al transporte masivo de transmilenio a fumar marihuana . este acto está prohibido dentro de las normas de transmilenio pero hasta ahora no hay un pronunciamiento oficial de parte de las autoridades .
105,109,"Hoy hicimos berenjenas rellenas de arroz, tomate y champiñones, también ensalada de espinaca con fresas. Se me olvidó tomarle foto al plato 🙁",Healthy,"hoy hicimos berenjenas rellenas de arroz , tomate y champiñones , también ensalada de espinaca con fresas . se me olvidó tomarle foto al plato 🙁"
106,110,"Ahorita estaba re jajaja el. Coronavirus y ahora estoy re, este pe hito asmático y fumador se va a morir. Aprovechenme que me les voy",Other,"ahorita estaba re jajaja el . coronavirus y ahora estoy re , este pe hito asmático y fumador se va a morir . aprovechenme que me les voy"
107,111,Odio mucho cuando confunden al vegano con el vegetariano 😒,Healthy,odio mucho cuando confunden al vegano con el vegetariano 😒
108,112,Contaminación del aire reduce esperanza de vida más que el cigarrillo o el sida,Other,contaminación del aire reduce esperanza de vida más que el cigarrillo o el sida
109,113,Y hoy también se hizo ejercicio... qué fuerte eres “cuerpazo mío” 😍,Practice_sports,y hoy también se hizo ejercicio . <repeated> qué fuerte eres “ cuerpazo mío ” 😍
110,114,Ni dar un “feliz día” pueden sin tirar veneno 😓,Negative,ni dar un “ feliz día ” pueden sin tirar veneno 😓
111,115,"no te muras nunca maduroo jajajajajajajaja RT @FutbolSinCrack: Calma, calma que no panda el cunico.",Other,"no te muras nunca maduroo jajajajajajajaja rt <user> : calma , calma que no panda el cunico ."
112,116,Tarde de pereza y pizza 🍕🤗,Non-healthy,tarde de pereza y pizza 🍕 🤗
113,117,Conmebol pidió a la FIFA posponer primeras fechas de eliminatoria,Other,conmebol pidió a la <allcaps> fifa </allcaps> posponer primeras fechas de eliminatoria
114,118,Mi mamá y yo en la cocina: RT @itamaria83: Mi mamá / yo. Mis habilidades en la cocina las heredé de mi mamá.,Healthy,mi mamá y yo en la cocina : rt <user> : mi mamá / yo . mis habilidades en la cocina las heredé de mi mamá .
115,119,Por esto fue que jóvenes fumaron marihuana en bus de TransMilenio,Other,por esto fue que jóvenes fumaron marihuana en bus de transmilenio
116,120,Como se sienten para 3 meses más encerrados?,Other,como se sienten para <number> meses más encerrados ?
117,121,Me encanta porque todo lo ves positivo... 🎶♥️,Positive,me encanta porque todo lo ves positivo . <repeated> 🎶 ♥️
118,122,En la mañana 🌞 RT @Mattelsa_net: Qué prefieren? hacer ejercicio en la mañana o en la noche? 👀,Practice_sports,en la mañana 🌞 rt <user> : qué prefieren ? hacer ejercicio en la mañana o en la noche ? 👀
119,123,"Y una historia triste es saber que después de casi 3 días sin agua, llega y el mismo día en la tarde se vuelve a ir. Ahora entiendo a tantas comunidades donde el agua no es un bien normal sino un lujo.",Negative,"y una historia triste es saber que después de casi <number> días sin agua , llega y el mismo día en la tarde se vuelve a ir . ahora entiendo a tantas comunidades donde el agua no es un bien normal sino un lujo ."
120,124,"¿Quién se le mide a hacer una con nosotros? RT @HumoBlanco11: Bueno diseñadores, llegó el momento de entrar en la historia del @oncecaldas. @FutbolCoLab @Patnenka @CasacaLuchoLasS",Other,"¿ quién se le mide a hacer una con nosotros ? rt <user> : bueno diseñadores , llegó el momento de entrar en la historia del <user> . <user> <user> <user>"
121,125,El arroz con pollo me hace feliz.,Positive,el arroz con pollo me hace feliz .
122,126,"En tiempos donde no hay tenis, es muy importante conocer algunos ‘obviedades’ de este deporte ¿Cuántos saben por qué las pelotas de tenis son amarillas? 😉 ¿Y saben hasta que año se jugó en Colombia con bolas blancas? 👇🏻",Practice_sports,"en tiempos donde no hay tenis , es muy importante conocer algunos ‘ obviedades ’ de este deporte ¿ cuántos saben por qué las pelotas de tenis son amarillas ? 😉 ¿ y saben hasta que año se jugó en colombia con bolas blancas ? 👇 🏻"
123,127,"Tengo miedo, me estoy quedando sin weed. 😢",Other,"tengo miedo , me estoy quedando sin weed . 😢"
124,128,@AlvaroUribeVel Jajajaja viejo MK! uno no puede creer el nivel de cinismo de este señor.,Negative,<user> jajajaja viejo mk ! uno no puede creer el nivel de cinismo de este señor .
125,129,Que estrés los profesores que llegan predispuesto a dar las benditas clases😡.,Negative,que estrés los profesores que llegan predispuesto a dar las benditas clases 😡 .
126,130,acaban de publicar en el grupo de fb del barrio que se metieron en la casa de mi vecino😭 por que estoy despierta dios tengo un miedo,Negative,acaban de publicar en el grupo de fb del barrio que se metieron en la casa de mi vecino 😭 por que estoy despierta dios tengo un miedo
127,131,"Mañana será un buen día para salir a entrenar, respirar aire fresco y recargar energías haciendo deporte. Aplazaron todas las carreras pero nuestros entrenamientos continúan para estar siempre listos! Vamos con toda!",Practice_sports,"mañana será un buen día para salir a entrenar , respirar aire fresco y recargar energías haciendo deporte . aplazaron todas las carreras pero nuestros entrenamientos continúan para estar siempre listos ! vamos con toda !"
128,132,Dolor en mi alma😔 RT @unostuitsahi: Un minuto de silencio por los que pagaron un año de gimnasio en febrero jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,Negative,dolor en mi alma 😔 rt <user> : un minuto de silencio por los que pagaron un año de gimnasio en febrero jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja
129,133,"Mi estómago es todo raro marica como ""fino"" y me cae mal, ahhh pero como de la calle comida chatarra y ahí si esta una chimba 🙄🙄",Non-healthy,"mi estómago es todo raro marica como "" fino "" y me cae mal , ah <elongated> pero como de la calle comida chatarra y ahí si esta una chimba 🙄 🙄"
130,135,desde ahora me prometo no contarle nada a nadie a - q sea necesario.,Negative,desde ahora me prometo no contarle nada a nadie a - q sea necesario .
131,136,"""Tú no sabe' lo que por dentro yo siento por ti Y por má’ que no quiero verte, vuelvo a repetir""",Other,""" tú no sabe ' lo que por dentro yo siento por ti y por má ’ que no quiero verte , vuelvo a repetir """
132,137,"Mi especialización y todo lo q había hecho hasta acá a la mierda 😭 RT @Soyomarvasquez: Mis ahorros para la maestría se han ido en estos cuatro meses de desempleo. No tengo idea de cómo soportar tres meses más así. De verdad quiero ser positivo, pero qué duro.",Negative,"mi especialización y todo lo q había hecho hasta acá a la mierda 😭 rt <user> : mis ahorros para la maestría se han ido en estos cuatro meses de desempleo . no tengo idea de cómo soportar tres meses más así . de verdad quiero ser positivo , pero qué duro ."
133,138,#ParoEnCasa interesante análisis del Dr. Julian Sabogal acerca de la #PandemiaDelCoronavirus y su complicidad del modelo #neoliberal para terminar con nuestra existencia,Negative,<hashtag> paro en casa </hashtag> interesante análisis del dr . julian sabogal acerca de la <hashtag> pandemia del coronavirus </hashtag> y su complicidad del modelo <hashtag> neoliberal </hashtag> para terminar con nuestra existencia
134,139,RT @Bancoldex: #SerMujerEs ser valiente y emprender a pesar de las brechas financieras. 👇,Other,rt <user> : <hashtag> ser mujer es </hashtag> ser valiente y emprender a pesar de las brechas financieras . 👇
135,141,#FelizViernes les desea @aliciakeys. ✨Los esperamos para cerrar la semana en #MañanasX.,Positive,<hashtag> feliz viernes </hashtag> les desea <user> . ✨ los esperamos para cerrar la semana en <hashtag> mañanas x </hashtag> .
136,142,Ese momento maravilloso en el que Parabol se convierte en Parábola.,Positive,ese momento maravilloso en el que parabol se convierte en parábola .
137,143,"Tengo que dejar de comer tanta comida chatarra. *Yo cuando desayuno pizza, almuerzo pizza y ceno pizza""",Non-healthy,"tengo que dejar de comer tanta comida chatarra . * yo cuando desayuno pizza , almuerzo pizza y ceno pizza """
138,144,VIRGEN SANTÍSIMA y éste es presidenciable?? Qué miedo. RT @DavidRacero:,Negative,<allcaps> virgen </allcaps> santísima y éste es presidenciable ? <repeated> qué miedo . rt <user> :
139,145,"A tragar como cerdo en esta cuarentena, por que apenas acabe tengo que volver a mis entrenamientos 😪 y eso es comer mucho para no subir, ni ganar un poquito de masa muscular 😞",Non-healthy,"a tragar como cerdo en esta cuarentena , por que apenas acabe tengo que volver a mis entrenamientos 😪 y eso es comer mucho para no subir , ni ganar un poquito de masa muscular 😞"
140,146,Ese momento especial en el que te secundean Pizza a Domicilio #FelizSabado,Non-healthy,ese momento especial en el que te secundean pizza a domicilio <hashtag> feliz sabado </hashtag>
141,147,Polémica por jóvenes que fumaron marihuana en bus de Transmilenio.,Other,polémica por jóvenes que fumaron marihuana en bus de transmilenio .
142,148,"Que ganas de pizza, cerveza y videos de youtube con alguien",Non-healthy,"que ganas de pizza , cerveza y videos de youtube con alguien"
143,149,Terminando su rutina de ejercicio,Practice_sports,terminando su rutina de ejercicio
144,150,Se declaró calamidad de salud en Arauca para facilitar la destinación de recursos en la compra de equipos hospitalarios...,Other,se declaró calamidad de salud en arauca para facilitar la destinación de recursos en la compra de equipos hospitalarios . <repeated>
145,151,"Jajajajajajaja sería genial RT @Nexofin: #URGENTE | El presidente de Brasil, Jair Bolsonaro, dio positivo para el Coronavírus.",Other,"jajajajajajaja sería genial rt <user> : <hashtag> urgente </hashtag> | el presidente de brasil , jair bolsonaro , dio positivo para el coronavírus ."
146,152,Barbados,Other,barbados
147,153,El que no probó la hamburguesa de Lobo no tuvo infancia RT @alejolobo: Voy a hacer hamburguesas🍔 para vender like si apoyas mi emprendimiento 😉,Non-healthy,el que no probó la hamburguesa de lobo no tuvo infancia rt <user> : voy a hacer hamburguesas 🍔 para vender like si apoyas mi emprendimiento 😉
148,154,Mi energía solar Hay una soledad a la cual derrotar y una eternidad para podernos amar... © #NIDAVES #FelizDomingo #QuedateEnCasa #Dia7decuarentena #siguemeytesigo,Positive,mi energía solar hay una soledad a la cual derrotar y una eternidad para podernos amar . <repeated> © <hashtag> nidaves </hashtag> <hashtag> feliz domingo </hashtag> <hashtag> quedate en casa </hashtag> <hashtag> dia 7 decuarentena </hashtag> <hashtag> sigueme y te sigo </hashtag>
149,155,"POBRESITO EL HOMBRE @OndaNoticias RT @jsanchezcristo: Vía Barranquilla Santa Marta pararon a un señor q iba en un vehículo en el q encontraron la bobadita de: 26 fusiles de asalto calibre 5.56 AR15; 26 visores nocturnos, 8 silenciadores,45 miras xa fusil, 30 miras láser,15 cascos Tácticos militares blindados y 3 chalecos antibalas..",Other,"<allcaps> pobresito el hombre </allcaps> <user> rt <user> : vía barranquilla santa marta pararon a un señor q iba en un vehículo en el q encontraron la bobadita de : <number> fusiles de asalto calibre <number> ar15 ; <number> visores nocturnos , <number> silenciadores , <number> miras xa fusil , <number> miras láser , <number> cascos tácticos militares blindados y <number> chalecos antibalas . <repeated>"
